-4,0,0,0,Study reveals billions of plastic straws fill the ocean.,We should do our part and ban plastic straws.,-2,1,1,3,But they're so convienient!,2,0,-1,-2
0,0,0,-3,Animal population dwindles due to unknown disease.,We should get experts to look into this.,-1,-3,2,2,Sounds expensive.,1,1,-2,-3
0,0,0,0,Real estate developers want to buy local woods to build condos.,Our woods are not for sale.,-1,0,0,1,We could use the money.,2,4,0,-2
0,0,0,0,Scientists suggest building a new hydroelectric power plant.,Green energy is the way to go.,-2,-4,2,-2,It's too dangerous- we need an alternative.,0,1,-1,0
0,-3,0,0,Our treasury is short- we need to do something.,Cut expenses and regulations.,0,1,-1,0,Increase taxes.,0,3,-1,0
0,0,0,0,A student creates a new environmentally friendly fertilizer.,Employ the fertilizer ,-2,-2,1,2,As if they know any better.,1,0,-2,-2
0,0,0,0,A once in a lifetime solar eclipse occurs. Do you attend?,Of course- nature is beautiful.,0,0,1,0,I have better things to do with my time.,0,0,0,0
0,0,0,0,Record breaking temperatures burn the country.,Warn the populace to stay indoors.,-1,-1,1,-1,They can check the weather channel.,-1,0,-2,-1
0,2,0,0,There is a petition to build a new park.,I like the sound of that.,-1,-2,2,1,We can't all get what we want.,1,0,-1,0
0,0,0,0,An oil pipeline exploded- leaking hundreds of gallons of oil.,We need a cleanup crew right now.,-1,-3,3,1,It's a travesty- but what can you do?,3,-1,-2,-1
